TITLE = "Decane T rho" 

  VARIABLES = T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_2Mpa	rho_Soave_2Mpa	rho_new_2Mpa	rho_NIST_3Mpa	rho_Soave_3Mpa	rho_new_3Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa
620	2.8075	2.810565335	2.815894582	34.189	34.40259519	35.59906538	116.8	112.1492805	357.435626	379.58	321.9365608	390.1500012	426.96	385.0600001	427.8135592	474.46	451.7333813	478.8190422
630	2.76	2.763144596	2.767920297	33.038	33.29806146	34.28836359	97.814	96.80328283	309.4043132	345.77	284.9021869	362.6396504	410.84	366.3343203	409.6366974	464.58	440.6698469	467.23043
640	2.7143	2.717378428	2.721787336	32.007	32.29291375	33.14751123	87.804	87.94097917	105.9401609	296.49	239.8201385	331.8521743	393.71	346.6977085	391.349368	454.59	429.4279931	455.9844967
650	2.6701	2.673177556	2.677355777	31.073	31.37168889	32.1359271	81.017	81.65576871	92.66623556	221.91	194.6681782	295.9691858	375.5	326.3140595	372.9337303	444.51	418.0445887	445.0513132
660	2.6275	2.630459283	2.634495847	30.219	30.52227534	31.2241955	75.911	76.78865556	84.8642946	172	163.6555507	252.2027326	356.14	305.4966059	354.300854	434.35	406.5629095	434.3495562
670	2.5862	2.58914687	2.593089559	29.435	29.7350039	30.39057893	71.839	72.82554454	79.26826007	147.22	144.2500074	203.5453611	335.56	284.7319792	335.3214959	424.13	395.0323515	423.7612968
680	2.5464	2.549168993	2.553031668	28.708	29.00202902	29.61891939	68.465	69.49075694	74.8695242	131.92	131.0088564	167.8448848	313.7	264.6377777	315.8848898	413.87	383.5075478	413.1505216
690	2.5078	2.51045926	2.514229957	28.033	28.31689535	28.89727335	65.593	66.61852815	71.21786056	121.15	121.2109184	146.312679	290.71	245.8308307	295.98557	403.61	372.0469506	402.3829273
700	2.4704	2.472955776	2.476604921	27.403	27.67422647	28.21694892	63.1	64.10114845	68.07555249	112.98	113.5386789	131.9888032	267.19	228.7623872	275.8206955	393.34	360.7109138	391.3450577
710	2.4342	2.436600757	2.440088934	26.811	27.06949655	27.5717716	60.902	61.8645778	65.30477464	106.46	107.2880832	121.4511721	244.44	213.6271132	255.8431869	383.1	349.5594009	379.9612676
720	2.3991	2.401340186	2.404625008	26.255	26.49885953	26.95748966	58.94	59.85569189	62.82081273	101.08	102.0467893	113.1715812	223.96	200.3890377	236.6920062	372.91	338.6495286	368.2070397
730	2.365	2.367123497	2.37016528	25.729	25.95901938	26.37127606	57.17	58.03506367	60.5693286	96.52	97.5551358	106.3844966	206.52	188.8719116	218.9900518	362.77	328.0332104	356.1169048
740	2.3319	2.3339033	2.336669338	25.232	25.44712997	25.81130864	55.561	56.37262019	58.51405988	92.588	93.64006913	100.6631614	192.04	178.8455808	203.1398537	352.71	317.7551659	343.7849985
750	2.2998	2.301635127	2.304102526	24.76	24.96071674	25.27642196	54.086	54.84489855	56.62967852	89.142	90.1809558	95.74818817	180.03	170.0799156	189.2594112	342.74	307.8515088	331.3567346
760	2.2686	2.270277202	2.27243432	24.311	24.49761481	24.76582795	52.728	53.43324127	54.89747233	86.084	87.09059907	91.47011273	169.95	162.3694653	177.2523024	332.88	298.349026	319.0116827
770	2.2382	2.239790236	2.241636871	23.884	24.05591949	24.27890238	51.468	52.12256915	53.30269054	83.341	84.30406635	87.71105922	161.39	155.5405766	166.9142369	323.16	289.2651488	306.9402894
780	2.2087	2.210137242	2.211683776	23.475	23.63394625	23.81503187	50.296	50.90052282	51.83291866	80.859	81.77178847	84.38438958	154.02	149.4502657	158.0113813	313.61	280.6085192	295.3194176
790	2.18	2.181283359	2.18254912	23.084	23.23019817	23.3735146	49.2	49.75684734	50.4771067	78.598	79.45512115	81.42330984	147.59	143.9820861	150.3209033	304.24	272.3799912	284.2922981
800	2.152	2.153195701	2.154206798	22.71	22.84333916	22.9535059	48.172	48.68294161	49.22501579	76.523	77.32339034	78.77422447	141.91	139.0414425	143.6462826	295.09	264.5738862	273.9567915
810	2.1248	2.125843215	2.126630115	22.35	22.47217182	22.55400011	47.204	47.67152225	48.06693232	74.609	75.35186634	76.39273676	136.86	134.5513213	137.8199998	286.2	257.1793393	264.3628138
820	2.0982	2.099196551	2.099791647	22.005	22.11561897	22.1738399	46.29	46.71636873	46.99355166	72.834	73.52033886	74.24118677	132.32	130.4487214	132.7011688	277.59	250.1816045	255.5170896
830	2.0724	2.073227944	2.073663318	21.673	21.77270818	21.81174548	45.425	45.81212719	45.99596757	71.182	71.81209203	72.28711576	128.22	126.6817854	128.1717623	269.29	243.5632344	247.3921642
840	2.0471	2.047911107	2.04821665	21.353	21.44255863	21.46635664	44.604	44.95415753	45.06572535	69.637	70.21315243	70.50230651	124.48	123.2075377	124.1329408	261.34	237.3050876	239.9368075
850	2.0225	2.02322113	2.023423134	21.045	21.12437009	21.13628208	43.823	44.13841273	44.19491036	68.188	68.71172768	68.86218892	121.05	119.9901116	120.5019859	253.73	231.3871482	233.0858694
860	1.9986	1.999134389	1.999254683	20.747	20.81741342	20.82015086	43.078	43.36134258	43.3762516	66.824	67.29778075	67.34547718	117.9	116.9993649	117.2099084	246.5	225.789166	226.7686227
870	1.9751	1.975628464	1.97568409	20.459	20.52102241	20.51666195	42.367	42.61981616	42.60322456	65.536	65.96270256	65.93394735	114.98	114.2097939	114.199633	239.63	220.4911346	220.9153121
880	1.9523	1.952682059	1.952685476	20.181	20.23458686	20.2246282	41.688	41.91105882	41.87014046	64.318	64.6990569	64.61228883	112.26	111.5996787	111.4246076	233.12	215.4736332	215.4619794
890	1.9299	1.930274931	1.93023467	19.911	19.95754646	19.94301201	41.036	41.23260059	41.17221087	63.163	63.5003796	63.3679792	109.73	109.1504072	108.8476838	226.97	210.7180579	210.3537541
900	1.9081	1.908387829	1.908309497	19.65	19.68938558	19.67095047	40.411	40.58223347	40.50557942	62.064	62.36101844	62.19114453	107.37	106.845937	106.4401332	221.17	206.2067664	205.5468046
910	1.8868	1.887002424	1.886889967	19.397	19.42962866	19.40776874	39.811	39.95797606	39.86731515	61.018	61.27600463	61.07437958	105.14	104.6723638	104.1806978	215.69	201.9231564	201.0091207
920	1.866	1.866101262	1.865958326	19.152	19.17783622	19.15298125	39.234	39.35804381	39.2553656	60.02	60.24094841	60.01251431	103.05	102.6175735	102.0546144	210.52	197.8516961	196.7202939
930	1.8456	1.845667706	1.845499008	18.914	18.93360129	18.90628125	38.677	38.78082409	38.66847206	59.065	59.25195383	59.00232571	101.07	100.6709599	100.0525881	205.64	193.9779193	192.6704757
940	1.8257	1.825685889	1.825498462	18.682	18.69654637	18.66752004	38.141	38.22485498	38.1060526	58.151	58.30554842	58.04220404	99.205	98.8231942	98.16972871	201.03	190.2883975	188.8587266
950	1.8062	1.806140671	1.805944891	18.457	18.46632063	18.43667805	37.623	37.68880729	37.56806155	57.274	57.39862491	57.13179009	97.432	97.06603552	96.40448386	196.68	186.7706952	185.2909896
960	1.7871	1.787017592	1.786827917	18.238	18.24259752	18.21383004	37.123	37.17146914	37.05483568	56.433	56.52839255	56.2716041	95.747	95.39217398	94.75761526	192.56	183.4133172	181.9779236
970	1.7684	1.76830284	1.768138192	18.025	18.02507255	17.99910734	36.639	36.67173267	36.5669371	55.624	55.69233619	55.46268614	94.142	93.79510072	93.23126042	188.66	180.2056492	178.932802
980	1.7502	1.74998321	1.749866996	17.818	17.81346144	17.79265946	36.171	36.18858266	36.10500209	54.845	54.88818175	54.70626482	92.611	92.26899895	91.82811169	184.96	177.1378974	176.1696299
990	1.7323	1.732046071	1.732005827	17.616	17.60749832	17.5946175	35.717	35.72108656	35.66960296	54.094	54.11386684	54.00346558	91.149	90.80865256	90.55072788	181.45	174.2010284	173.7015629
1000	1.7148	1.714479337	1.714546025	17.419	17.40693423	17.40506102	35.278	35.26838586	35.2611275	53.369	53.36751571	53.35506395	89.749	89.40936893	89.40097657	178.11	171.3867099	171.5396471
