T,P,NIST,PR,New,PR_rate,New_rate,PR_rate,New_rate,,
630,8000000,67.90016376,67.78715135,67.87942457,-0.166439084,-0.030543658,0.166439084,0.030543658,,
635,8000000,67.30126514,67.18466,67.28155994,-0.17325847,-0.029279098,0.17325847,0.029279098,,
640,8000000,66.71403269,66.59418764,66.69529777,-0.179639933,-0.028082431,0.179639933,0.028082431,,
645,8000000,66.13809508,66.01534215,66.12027065,-0.185600955,-0.026950322,0.185600955,0.026950322,,
650,8000000,65.5730978,65.44774938,65.55613341,-0.191158299,-0.02587095,0.191158299,0.02587095,,
655,8000000,65.01870209,64.89105215,65.00255955,-0.196328039,-0.024827535,0.196328039,0.024827535,,
660,8000000,64.47458411,64.34490922,64.45923424,-0.201125596,-0.023807631,0.201125596,0.023807631,,
665,8000000,63.94043405,63.8089944,63.92584722,-0.205565763,-0.022813142,0.205565763,0.022813142,,
670,8000000,63.4159553,63.28299567,63.40209054,-0.209662734,-0.0218632,0.209662734,0.0218632,,
675,8000000,62.9008638,62.7666144,62.88766444,-0.213430132,-0.020984381,0.213430132,0.020984381,,
680,8000000,62.39488727,62.2595646,62.38228942,-0.216881033,-0.020190528,0.216881033,0.020190528,,
685,8000000,61.89776464,61.76157223,61.88571682,-0.220027993,-0.019464059,0.220027993,0.019464059,,
690,8000000,61.40924537,61.27237457,61.39772826,-0.222883065,-0.018754693,0.222883065,0.018754693,,
695,8000000,60.929089,60.7917196,60.91811906,-0.225457827,-0.018004433,0.225457827,0.018004433,,
700,8000000,60.45706452,60.31936546,60.44667182,-0.227763399,-0.017190219,0.227763399,0.017190219,,
705,8000000,59.99294995,59.85507988,59.98313676,-0.229810464,-0.016357237,0.229810464,0.016357237,,
710,8000000,59.53653187,59.39863973,59.52723734,-0.231609288,-0.015611474,0.231609288,0.015611474,,
715,8000000,59.08760496,58.94983055,59.07870681,-0.233169733,-0.015059264,0.233169733,0.015059264,,
720,8000000,58.64597166,58.5084461,58.63733933,-0.234501282,-0.014719383,0.234501282,0.014719383,,
725,8000000,58.2114417,58.07428795,58.20302025,-0.235613047,-0.01446701,0.235613047,0.01446701,,
730,8000000,57.78383186,57.64716512,57.77570193,-0.236513791,-0.014069546,0.236513791,0.014069546,,
735,8000000,57.36296552,57.22689372,57.35532113,-0.237211939,-0.013326342,0.237211939,0.013326342,,
740,8000000,56.94867244,56.81329656,56.94169854,-0.237715593,-0.012245931,0.237715593,0.012245931,,
745,8000000,56.5407884,56.40620292,56.53449273,-0.238032545,-0.011134734,0.238032545,0.011134734,,
750,8000000,56.13915495,56.00544817,56.13326802,-0.238170292,-0.010486327,0.238170292,0.010486327,,
755,8000000,55.74361917,55.61087352,55.73767201,-0.238136045,-0.010668766,0.238136045,0.010668766,,
760,8000000,55.35403335,55.22232577,55.34763229,-0.237936742,-0.011563856,0.237936742,0.011563856,,
765,8000000,54.97025483,54.83965702,54.96342947,-0.237579061,-0.012416459,0.237579061,0.012416459,,
770,8000000,54.59214574,54.46272445,54.58553527,-0.237069427,-0.012108829,0.237069427,0.012108829,,
775,8000000,54.21957279,54.09139012,54.2142229,-0.236414025,-0.009867086,0.236414025,0.009867086,,
780,8000000,53.8524071,53.7255207,53.84910629,-0.23561881,-0.006129364,0.23561881,0.006129364,,
785,8000000,53.49052397,53.36498732,53.48885335,-0.234689513,-0.003123201,0.234689513,0.003123201,,
790,8000000,53.13380274,53.00966535,53.13128,-0.233631652,-0.004747884,0.233631652,0.004747884,,
795,8000000,52.78212659,52.65943425,52.77386753,-0.232450542,-0.015647465,0.232450542,0.015647465,,
800,8000000,52.43538243,52.31417736,52.4145353,-0.231151299,-0.039757755,0.231151299,0.039757755,,
220,10000000,1185.633186,1242.898179,1191.090594,4.82990813,0.460294819,4.82990813,0.460294819,1.103705514,1.300205633
225,10000000,1168.586394,1224.091483,1174.940651,4.74976339,0.543755862,4.74976339,0.543755862,,
230,10000000,1151.152617,1204.443653,1158.174601,4.629363273,0.609995921,4.629363273,0.609995921,,
235,10000000,1133.28186,1183.886186,1140.963611,4.465290371,0.677832325,4.465290371,0.677832325,,
240,10000000,1114.916411,1162.340317,1123.346184,4.253584073,0.756090185,4.253584073,0.756090185,,
245,10000000,1095.988879,1139.714674,1105.16509,3.989620286,0.837254021,3.989620286,0.837254021,,
250,10000000,1076.419569,1115.902161,1086.140894,3.667955535,0.903116653,3.667955535,0.903116653,,
255,10000000,1056.11298,1090.775795,1066.065264,3.282112352,0.942350253,3.282112352,0.942350253,,
260,10000000,1034.953053,1064.182984,1044.993888,2.824275957,0.970172987,2.824275957,0.970172987,,
265,10000000,1012.796249,1035.937506,1023.263286,2.28488774,1.033479103,2.28488774,1.033479103,,
270,10000000,989.4607858,1005.807961,1001.20498,1.652129649,1.186928754,1.652129649,1.186928754,,
275,10000000,964.7097791,973.5006087,978.6088076,0.911240851,1.44074714,0.911240851,1.44074714,,
280,10000000,938.2246922,938.6329642,954.2117605,0.043515381,1.703970108,0.043515381,1.703970108,,
285,10000000,909.5605161,900.6913962,925.5416371,-0.975099483,1.757015686,0.975099483,1.757015686,,
290,10000000,878.0593088,858.9595992,889.2026084,-2.175218615,1.269082798,2.175218615,1.269082798,,
295,10000000,842.6721905,812.3907314,841.3511762,-3.593504022,-0.156764912,3.593504022,0.156764912,,
300,10000000,801.6163419,759.3637712,777.9259479,-5.270921821,-2.955328229,5.270921821,2.955328229,,
305,10000000,751.6719894,697.1946292,694.0586364,-7.247491056,-7.664693347,7.247491056,7.664693347,,
310,10000000,685.7732066,621.2350217,582.5402537,-9.411009987,-15.05351214,9.411009987,15.05351214,,
315,10000000,586.0223618,525.434663,450.5037658,-10.33880321,-23.12515782,10.33880321,23.12515782,,
320,10000000,448.2772002,423.2741393,361.8113409,-5.577589239,-19.28848027,5.577589239,19.28848027,,
325,10000000,358.0392543,353.566176,315.1143751,-1.249326214,-11.98887515,1.249326214,11.98887515,,
330,10000000,310.2550227,311.3656639,285.7960998,0.357976863,-7.883489748,0.357976863,7.883489748,,
335,10000000,280.1066858,282.9525266,264.4665059,1.01598459,-5.583651067,1.01598459,5.583651067,,
340,10000000,258.615289,262.0023522,247.5681059,1.309691766,-4.271666678,1.309691766,4.271666678,,
345,10000000,242.1090936,245.5953421,233.6123432,1.439949413,-3.509471805,1.439949413,3.509471805,,
350,10000000,228.8043507,232.20803,221.880546,1.487593769,-3.026080885,1.487593769,3.026080885,,
355,10000000,217.7159366,220.9593216,211.9192548,1.489732463,-2.662497716,1.489732463,2.662497716,,
360,10000000,208.2467081,211.2981679,203.3623248,1.465309973,-2.345479239,1.465309973,2.345479239,,
365,10000000,200.0088543,202.8586881,195.8934515,1.424853853,-2.057610275,1.424853853,2.057610275,,
370,10000000,192.7369325,195.3863197,189.2556029,1.37461315,-1.806259739,1.37461315,1.806259739,,
375,10000000,186.2416318,188.6972049,183.2615092,1.318487714,-1.600137757,1.318487714,1.600137757,,
380,10000000,180.3834072,182.654442,177.7887827,1.259004284,-1.438394249,1.259004284,1.438394249,,
385,10000000,175.056573,177.1534812,172.7615442,1.19784602,-1.311021171,1.19784602,1.311021171,,
390,10000000,170.179255,172.1127582,168.1285967,1.136156801,-1.204998977,1.136156801,1.204998977,,
395,10000000,165.6867962,167.4674728,163.8472618,1.074724481,-1.110248032,1.074724481,1.110248032,,
400,10000000,161.5272871,163.1653282,159.8762844,1.014095581,-1.022120016,1.014095581,1.022120016,,
405,10000000,157.6584508,159.1635362,156.1758485,0.95464938,-0.940388714,0.95464938,0.940388714,,
410,10000000,154.0454208,155.4266647,152.7104848,0.89664712,-0.866585998,0.89664712,0.866585998,,
415,10000000,150.6591214,151.925058,149.4513196,0.840265456,-0.801678554,0.840265456,0.801678554,,
420,10000000,147.4750648,148.6336579,146.3761844,0.785619667,-0.745129653,0.785619667,0.745129653,,
425,10000000,144.4724442,145.5311094,143.4679815,0.732780066,-0.695262439,0.732780066,0.695262439,,
430,10000000,141.6334386,142.5990724,140.712552,0.681783785,-0.650190093,0.681783785,0.650190093,,
435,10000000,138.942674,139.8216855,138.0971114,0.632643358,-0.608569382,0.632643358,0.608569382,,
440,10000000,136.3867993,137.1851435,135.6096346,0.58535305,-0.569823969,0.58535305,0.569823969,,
445,10000000,133.9541506,134.6773605,133.2389549,0.539893578,-0.533910824,0.539893578,0.533910824,,
450,10000000,131.6344814,132.2876987,130.9750928,0.496235663,-0.500923918,0.496235663,0.500923918,,
455,10000000,129.4187444,130.006749,128.8094329,0.454342721,-0.47080619,0.454342721,0.47080619,,
460,10000000,127.2989133,127.8261509,126.7346231,0.414172922,-0.443279649,0.414172922,0.443279649,,
465,10000000,125.2678369,125.7384441,124.7442868,0.375680767,-0.417944569,0.375680767,0.417944569,,
470,10000000,123.3191172,123.736945,122.832715,0.338818303,-0.394425668,0.338818303,0.394425668,,
475,10000000,121.447009,121.8156444,120.9946615,0.303536064,-0.372464907,0.303536064,0.372464907,,
480,10000000,119.6463343,119.9691207,119.2252657,0.269783793,-0.351927733,0.269783793,0.351927733,,
485,10000000,117.9124115,118.1924664,117.520058,0.237511007,-0.332749981,0.237511007,0.332749981,,
490,10000000,116.2409941,116.4812264,115.8749801,0.206667428,-0.314875199,0.206667428,0.314875199,,
495,10000000,114.6282194,114.8313444,114.2863761,0.177203314,-0.298219168,0.177203314,0.298219168,,
500,10000000,113.0705638,113.2391177,112.7509474,0.14906971,-0.282669817,0.14906971,0.282669817,,
505,10000000,111.5648046,111.7011576,111.2656898,0.122218639,-0.268108603,0.122218639,0.268108603,,
510,10000000,110.1079875,110.2143554,109.8278366,0.096603242,-0.254432869,0.096603242,0.254432869,,
515,10000000,108.6973974,108.7758528,108.4348217,0.072177878,-0.241565771,0.072177878,0.241565771,,
520,10000000,107.3305338,107.3830165,107.0842613,0.048898194,-0.229452381,0.048898194,0.229452381,,
525,10000000,106.0050889,106.0334147,105.7739462,0.026721172,-0.218048626,0.026721172,0.218048626,,
530,10000000,104.7189286,104.7247982,104.5018343,0.005605151,-0.207311368,0.005605151,0.207311368,,
535,10000000,103.4700755,103.4550825,103.2660383,-0.014490161,-0.197194371,0.014490161,0.197194371,,
540,10000000,102.2566943,102.2223323,102.0648097,-0.03360369,-0.187649881,0.03360369,0.187649881,,
545,10000000,101.0770783,101.0247477,100.8965215,-0.051773006,-0.178632802,0.051773006,0.178632802,,
550,10000000,99.92963826,99.86065249,99.75965399,-0.069034344,-0.170103955,0.069034344,0.170103955,,
555,10000000,98.81289143,98.72848286,98.65278418,-0.085422629,-0.162030721,0.085422629,0.162030721,,
560,10000000,97.72545271,97.62677785,97.57457884,-0.100971504,-0.154385441,0.100971504,0.154385441,,
565,10000000,96.66602622,96.55417071,96.52378906,-0.115713363,-0.147142872,0.115713363,0.147142872,,
570,10000000,95.63339786,95.50938106,95.49924495,-0.129679385,-0.140278307,0.129679385,0.140278307,,
575,10000000,94.62642865,94.49120789,94.49984966,-0.142899573,-0.133767054,0.142899573,0.133767054,,
580,10000000,93.64404869,93.49852323,93.52457269,-0.155402786,-0.127585266,0.155402786,0.127585266,,
585,10000000,92.68525179,92.5302665,92.57244336,-0.167216781,-0.121711311,0.167216781,0.121711311,,
590,10000000,91.7490905,91.58543926,91.64254525,-0.178368249,-0.116126765,0.178368249,0.116126765,,
595,10000000,90.8346717,90.66310058,90.73401206,-0.188882855,-0.110816321,0.188882855,0.110816321,,
600,10000000,89.94115255,89.76236278,89.84602499,-0.198785271,-0.105766435,0.198785271,0.105766435,,
605,10000000,89.0677368,88.88238754,88.97781106,-0.208099214,-0.100963318,0.208099214,0.100963318,,
610,10000000,88.21367151,88.02238238,88.12864105,-0.216847487,-0.096391473,0.216847487,0.096391473,,
615,10000000,87.37824392,87.18159743,87.29782629,-0.225052005,-0.092033929,0.225052005,0.092033929,,
620,10000000,86.56077872,86.3593225,86.48471384,-0.232733837,-0.087874536,0.232733837,0.087874536,,
625,10000000,85.76063547,85.55488436,85.68868126,-0.239913234,-0.083901208,0.239913234,0.083901208,,
630,10000000,84.97720627,84.76764426,84.90913279,-0.246609663,-0.080107921,0.246609663,0.080107921,,
635,10000000,84.2099136,83.9969957,84.14549869,-0.25284184,-0.076493264,0.25284184,0.076493264,,
640,10000000,83.45820837,83.24236228,83.39723779,-0.258627755,-0.073055222,0.258627755,0.073055222,,
645,10000000,82.7215681,82.50319582,82.66384107,-0.263984706,-0.069784738,0.263984706,0.069784738,,
650,10000000,81.99949522,81.77897453,81.94483216,-0.268929322,-0.066662681,0.268929322,0.066662681,,
655,10000000,81.29151554,81.06920146,81.23976198,-0.273477594,-0.06366415,0.273477594,0.06366415,,
660,10000000,80.59717682,80.37340287,80.54819804,-0.277644899,-0.060769842,0.277644899,0.060769842,,
665,10000000,79.91604747,79.69112693,79.86971353,-0.281446025,-0.057978266,0.281446025,0.057978266,,
670,10000000,79.24771529,79.02194236,79.20388398,-0.284895192,-0.055309242,0.284895192,0.055309242,,
675,10000000,78.59178635,78.36543723,78.55029627,-0.288006079,-0.052791884,0.288006079,0.052791884,,
680,10000000,77.94788396,77.72121787,77.90856712,-0.290791845,-0.050439907,0.290791845,0.050439907,,
685,10000000,77.31564764,77.0889078,77.27835925,-0.293265147,-0.048228783,0.293265147,0.048228783,,
690,10000000,76.69473227,76.46814676,76.65938046,-0.295438164,-0.046094192,0.295438164,0.046094192,,
695,10000000,76.08480719,75.85858986,76.05135834,-0.297322613,-0.04396259,0.297322613,0.04396259,,
700,10000000,75.48555544,75.25990665,75.45399997,-0.29892977,-0.04180332,0.29892977,0.04180332,,
705,10000000,74.89667302,74.67178041,74.86696205,-0.300270486,-0.039669276,0.300270486,0.039669276,,
710,10000000,74.31786817,74.0939074,74.28985946,-0.301355204,-0.03768772,0.301355204,0.03768772,,
715,10000000,73.74886078,73.52599616,73.72232122,-0.302193977,-0.035986399,0.302193977,0.035986399,,
720,10000000,73.18938174,72.96776687,73.16406835,-0.302796482,-0.034586153,0.302796482,0.034586153,,
725,10000000,72.63917242,72.41895076,72.61495992,-0.303172036,-0.03333256,0.303172036,0.03333256,,
730,10000000,72.09798409,71.87928955,72.07495616,-0.303329608,-0.031939763,0.303329608,0.031939763,,
735,10000000,71.56557746,71.34853493,71.54399246,-0.303277836,-0.030161149,0.303277836,0.030161149,,
740,10000000,71.04172222,70.82644802,71.02182652,-0.303025037,-0.028005663,0.303025037,0.028005663,,
745,10000000,70.52619658,70.31279896,70.5079684,-0.302579222,-0.02584596,0.302579222,0.02584596,,
750,10000000,70.01878685,69.80736645,70.00178414,-0.301948106,-0.024283069,0.301948106,0.024283069,,
755,10000000,69.51928711,69.30993734,69.50276608,-0.301139123,-0.023764675,0.301139123,0.023764675,,
760,10000000,69.02749879,68.82030624,69.01083213,-0.30015943,-0.024144949,0.30015943,0.024144949,,
765,10000000,68.54323033,68.33827516,68.5264366,-0.299015927,-0.024500937,0.299015927,0.024500937,,
770,10000000,68.0662969,67.86365315,68.05032335,-0.297715259,-0.023467641,0.297715259,0.023467641,,
775,10000000,67.59652006,67.39625602,67.58293312,-0.296263831,-0.020100045,0.296263831,0.020100045,,
780,10000000,67.13372746,66.93590597,67.12370304,-0.294667813,-0.014932022,0.294667813,0.014932022,,
785,10000000,66.67775262,66.48243138,66.67063118,-0.292933153,-0.010680393,0.292933153,0.010680393,,
790,10000000,66.22843462,66.03566644,66.22042036,-0.291065584,-0.012100945,0.291065584,0.012100945,,
795,10000000,65.78561789,65.59545099,65.76926613,-0.289070631,-0.024856141,0.289070631,0.024856141,,
800,10000000,65.34915196,65.16163021,65.31403346,-0.28695362,-0.053739802,0.28695362,0.053739802,,
