T,P,NIST,PR,New,PR_rate,New_rate,
375,2037480,18.21902221,18.27510493,18.21945399,0.307825126,0.002369944,
380,2037480,17.9742324,18.02832781,17.97469287,0.300960891,0.002561857,
385,2037480,17.73611981,17.78834198,17.73660614,0.294439622,0.002742028,
390,2037480,17.50440723,17.55486211,17.50491632,0.288241037,0.002908364,
395,2037480,17.27883295,17.32761909,17.27936265,0.282346238,0.003065602,
400,2037480,17.05914975,17.10635883,17.05969987,0.276737598,0.003224746,
100,3395800,704.5323302,780.5952709,701.1080601,10.7962314,0.486034499,
105,3395800,675.0571123,738.9787029,674.3807534,9.469064092,0.100192839,
110,3395800,641.8487892,691.0047924,646.0202743,7.658502118,0.649917103,
115,3395800,602.6179039,633.5351651,609.3541747,5.13049165,1.117834498,
120,3395800,551.6746097,559.0291982,552.3676289,1.333138834,0.125621006,
125,3395800,459.6264495,431.1313854,432.7787222,6.199613646,5.841205903,
130,3395800,156.5479654,164.7693339,161.6675982,5.251661024,3.270328502,
135,3395800,130.2318693,136.4693406,132.2825402,4.789512257,1.574630661,
140,3395800,115.5021969,120.5035373,116.0345248,4.330082479,0.46088116,
145,3395800,105.2660131,109.4091749,105.1840697,3.935897005,0.077844113,
150,3395800,97.45739581,100.9639503,97.24716861,3.598038398,0.215711899,
155,3395800,91.17491135,94.1886144,91.03851688,3.305408261,0.149596491,
160,3395800,85.9414363,88.5621376,85.91022451,3.04940365,0.036317509,
165,3395800,81.47316785,83.77362442,81.50469958,2.823575706,0.038701976,
170,3395800,77.58740648,79.62252703,77.63218219,2.623003713,0.057710029,
175,3395800,74.15958242,75.97192523,74.19068472,2.443841723,0.041939701,
180,3395800,71.10095512,72.72420322,71.11491526,2.283018695,0.019634251,
185,3395800,68.34608082,69.8073466,68.35104467,2.138038888,0.007262824,
190,3395800,65.84532151,67.1667351,65.84977483,2.006845075,0.006763313,
195,3395800,63.56014126,64.75997984,63.56783423,1.887721703,0.012103451,
200,3395800,61.46003086,62.55354263,61.47041714,1.779224257,0.016899245,
205,3395800,59.52042812,60.52044654,59.53134649,1.680126403,0.018343902,
210,3395800,57.72127047,58.63868056,57.73112049,1.589379586,0.017064801,
215,3395800,56.04596247,56.8900604,56.05437991,1.506081601,0.015018824,
220,3395800,54.48062316,55.25939741,54.48805464,1.429451788,0.013640592,
225,3395800,53.0135271,53.73388085,53.02053795,1.358811204,0.01322464,
230,3395800,51.63468205,52.30261106,51.6415533,1.293566625,0.013307428,
235,3395800,50.33550519,50.95624138,50.34221486,1.233197497,0.0133299,
240,3395800,49.1085715,49.68669981,49.1149745,1.177245226,0.013038446,
245,3395800,47.94741584,48.48697018,47.95341033,1.125304322,0.012502221,
250,3395800,46.84637547,47.35091796,46.85195888,1.077015012,0.011918565,
255,3395800,45.80046363,46.27315055,45.80569775,1.032057068,0.011428096,
260,3395800,44.80526695,45.24890388,44.81021858,0.990144603,0.011051455,
265,3395800,43.85686162,44.27394988,43.86156802,0.951021662,0.010731278,
270,3395800,42.95174429,43.34452016,42.95621329,0.914458484,0.010404703,
275,3395800,42.08677469,42.45724281,42.09100297,0.8802483,0.010046576,
280,3395800,41.25912774,41.60908956,41.26311715,0.848204593,0.009669151,
285,3395800,40.46625324,40.79733142,40.47001577,0.818158735,0.00929796,
290,3395800,39.70584176,40.01950121,39.70939533,0.789957946,0.008949747,
295,3395800,38.97579572,39.27336171,38.97915766,0.763463528,0.008625716,
300,3395800,38.27420459,38.55687847,38.27738804,0.738549322,0.008317483,
305,3395800,37.59932364,37.86819654,37.60233777,0.715100367,0.008016439,
310,3395800,36.94955558,37.20562033,36.95240774,0.693011721,0.007719047,
315,3395800,36.32343472,36.56759628,36.32613229,0.672187434,0.007426536,
320,3395800,35.71961309,35.95269772,35.72216417,0.652539632,0.007141958,
325,3395800,35.13684846,35.35961176,35.13926151,0.63398772,0.006867571,
330,3395800,34.5739937,34.78712774,34.57627704,0.616457671,0.006604205,
335,3395800,34.02998757,34.23412713,34.03214899,0.599881395,0.00635154,
340,3395800,33.50384645,33.69957464,33.50589302,0.584196181,0.006108443,
345,3395800,32.99465719,33.18251036,32.99659493,0.569344199,0.005872887,
350,3395800,32.50157062,32.68204276,32.50340446,0.555272051,0.005642296,
355,3395800,32.02379587,32.19734255,32.02552996,0.541930379,0.005415002,
360,3395800,31.56059526,31.72763713,31.56223394,0.529273503,0.005192176,
365,3395800,31.11127975,31.27220568,31.11282858,0.517259104,0.004978365,
370,3395800,30.67520487,30.83037476,30.6766708,0.505847932,0.004778864,
375,3395800,30.25176705,30.40151437,30.25315701,0.495003551,0.004594641,
380,3395800,29.84040028,29.98503435,29.8417188,0.484692101,0.004418563,
385,3395800,29.44057321,29.58038122,29.44182079,0.474882087,0.004237597,
390,3395800,29.05178639,29.18703529,29.05296078,0.465544189,0.004042409,
395,3395800,28.67356985,28.80450801,28.67467055,0.456651085,0.003838737,
400,3395800,28.3054809,28.43233964,28.30651408,0.448177294,0.00365012,
100,6791600,720.6938553,805.2797103,723.0990307,11.73672488,0.333730537,
105,6791600,695.0790331,770.5524574,694.5361109,10.85825075,0.078109421,
110,6791600,667.5783123,732.5211655,666.1127347,9.728125073,0.219536427,
115,6791600,637.5921824,690.5470037,636.7157414,8.305437664,0.13746107,
120,6791600,604.228868,643.7862976,604.623235,6.546762607,0.065267805,
125,6791600,566.1079042,591.1467072,567.3960622,4.422973569,0.227546373,
130,6791600,521.0318283,531.3934753,521.8873529,1.988678332,0.16419815,
135,6791600,465.719474,464.0372954,464.9466033,0.361199973,0.165951977,
140,6791600,398.2066562,392.6764656,396.9489126,1.388774012,0.315851967,
145,6791600,328.9575391,328.3552952,329.1359432,0.183076479,0.054233173,
150,6791600,275.7287325,279.8034044,276.3175216,1.477782836,0.213539266,
155,6791600,239.466253,245.3178576,239.6767568,2.443603049,0.087905439,
160,6791600,214.027689,220.2037972,213.9538992,2.885658518,0.034476745,
165,6791600,195.1363195,201.0950278,194.9998041,3.05361319,0.069958959,
170,6791600,180.4103166,185.9721388,180.3263665,3.082873722,0.046532862,
175,6791600,168.4967445,173.6206444,168.4808927,3.040948882,0.009407771,
180,6791600,158.5814005,163.2792779,158.6047539,2.962439076,0.014726396,
185,6791600,150.1456819,154.4486155,150.1773807,2.865839059,0.021112057,
190,6791600,142.8427407,146.7871837,142.8670636,2.761388467,0.017027733,
195,6791600,136.4309352,140.0530238,136.4461661,2.654888058,0.011163809,
200,6791600,130.73608,134.069394,130.7467269,2.549651204,0.008143835,
205,6791600,125.6289636,128.7037962,125.6393548,2.447550735,0.008271339,
210,6791600,121.0113759,123.8546644,121.0232255,2.349604368,0.009792206,
215,6791600,116.8070969,119.4426314,116.8200181,2.256313722,0.011062007,
220,6791600,112.9558971,115.40463,112.9688373,2.167866353,0.011455947,
225,6791600,109.4094287,111.6898045,109.4216655,2.084258944,0.011184461,
230,6791600,106.1283412,108.2566111,106.1397122,2.005373775,0.010714381,
235,6791600,103.0802136,105.0707202,103.0908831,1.931026793,0.010350697,
240,6791600,100.2380416,102.1034696,100.2482087,1.860998071,0.010142961,
245,6791600,97.57911196,99.33070692,97.58886869,1.795051145,0.009998794,
250,6791600,95.08415256,96.73190886,95.09349409,1.732945245,0.009824494,
255,6791600,92.73668047,94.28950325,92.74557431,1.674442926,0.009590432,
260,6791600,90.52249623,91.98834032,90.53093268,1.6193147,0.009319726,
265,6791600,88.42928674,89.81527584,88.43728712,1.567341715,0.009047207,
270,6791600,86.44631004,87.75883919,86.4539094,1.51831715,0.008790846,
275,6791600,84.56414283,85.80896658,84.57137166,1.472046788,0.008548339,
280,6791600,82.77447622,83.95678466,82.78135375,1.428349038,0.008308752,
285,6791600,81.06994928,82.19443377,81.07648725,1.387054639,0.008064613,
290,6791600,79.44401224,80.51492241,79.45022169,1.348006143,0.007816135,
295,6791600,77.89081337,78.91200656,77.89670855,1.311057297,0.007568515,
300,6791600,76.40510467,77.38008909,76.41070288,1.276072359,0.007327005,
305,6791600,74.98216289,75.91413524,74.98748204,1.242925402,0.007093884,
310,6791600,73.61772293,74.50960136,73.62277913,1.211499618,0.006868185,
315,6791600,72.3079214,73.16237446,72.31272796,1.181686656,0.006647358,
320,6791600,71.04924851,71.86872058,71.05381647,1.153385981,0.006429283,
325,6791600,69.83850697,70.62524073,69.84284648,1.126504276,0.006213636,
330,6791600,68.67277651,69.4288328,68.67689832,1.100954885,0.006002093,
335,6791600,67.54938341,68.27665877,67.55329947,1.076657288,0.005797326,
340,6791600,66.46587395,67.16611628,66.46959675,1.053536627,0.005601068,
345,6791600,65.41999134,66.09481377,65.42353211,1.031523259,0.005412369,
350,6791600,64.40965563,65.06054892,64.41302266,1.01055235,0.005227524,
355,6791600,63.43294599,64.0612896,63.43614456,0.990563501,0.005042442,
360,6791600,62.48808524,63.09515724,62.49111995,0.971500405,0.004856458,
365,6791600,61.57342612,62.16041208,61.5763044,0.95331053,0.004674535,
370,6791600,60.68743921,61.25544016,60.6901731,0.935944833,0.004504876,
375,6791600,59.82870211,60.37874177,59.83130587,0.919357494,0.004352013,
380,6791600,58.99588999,59.5289212,58.99837376,0.903505675,0.004210078,
385,6791600,58.18776694,58.70467756,58.19013132,0.888349295,0.004063355,
390,6791600,57.40317845,57.9047966,57.40541572,0.873850828,0.003897469,
395,6791600,56.6410445,57.12814339,56.64314887,0.859975119,0.003715267,
400,6791600,55.90035347,56.37365573,55.90233414,0.846689205,0.003543213,
100,10187400,734.3081647,825.083322,736.445524,12.36199754,0.291071161,
105,10187400,711.2034607,794.7260305,710.8923236,11.74383624,0.043747982,
110,10187400,686.9915632,762.2888161,686.1489303,10.96043343,0.122655486,
115,10187400,661.4475759,727.6024793,661.0135661,10.00153387,0.065615152,
120,10187400,634.2981743,690.5145824,634.3921975,8.862773126,0.014823199,
125,10187400,605.2226021,650.9292361,605.5586851,7.552036858,0.055530472,
130,10187400,573.8725844,608.8833763,574.1523369,6.10079534,0.048748191,
135,10187400,539.9381586,564.6786105,540.0392887,4.582089902,0.018729935,
140,10187400,503.3089888,519.0682076,503.2751564,3.131122064,0.006721988,
145,10187400,464.3830936,473.4162473,464.339266,1.945194333,0.009437823,
150,10187400,424.4442488,429.6070637,424.5089608,1.216370574,0.015246289,
155,10187400,385.6724294,389.5205932,385.861237,0.997780357,0.048955433,
160,10187400,350.3201712,354.3467549,350.5340971,1.149401062,0.061065842,0.111978658
165,10187400,319.654295,324.3221169,319.802688,1.460271914,0.04642297,
170,10187400,293.7639112,298.99675,293.8388025,1.781307567,0.025493693,
175,10187400,272.0736789,277.6429403,272.1123442,2.046968129,0.014211342,
180,10187400,253.8327487,259.5247765,253.8661756,2.24243237,0.013168863,
185,10187400,238.3499841,244.0088008,238.3872416,2.374162823,0.015631436,
190,10187400,225.0611,230.5854754,225.0979625,2.454611394,0.016378926,
195,10187400,213.5261495,218.8559159,213.5569975,2.496071962,0.014446903,
200,10187400,203.4071337,208.5101916,203.4304491,2.508790059,0.01146243,
205,10187400,194.4443914,199.3069323,194.4621814,2.500736021,0.009149142,
210,10187400,186.437065,191.0568186,186.4521306,2.477915868,0.008080778,
215,10187400,179.2282166,183.6099646,179.2422588,2.444786907,0.007834805,
220,10187400,172.6938382,176.8464915,172.7071833,2.404633171,0.007727626,
225,10187400,166.7348135,170.6695314,166.7470933,2.359865852,0.007364869,
230,10187400,161.2710335,165.0000257,161.2819103,2.312251697,0.006744425,
235,10187400,156.2370614,159.7728352,156.2465345,2.263082627,0.006063276,
240,10187400,151.5789108,154.9338075,151.5872372,2.213300447,0.005493083,
245,10187400,147.2516281,150.437547,147.25911,2.163588251,0.005081047,
250,10187400,143.2174574,146.245701,143.2243,2.114437459,0.004777805,
255,10187400,139.4444352,142.3256321,139.4507294,2.066197121,0.004513778,
260,10187400,135.9053016,138.6493795,135.91108,2.019110311,0.004251852,
265,10187400,132.5766487,135.1928383,132.5819438,1.973341115,0.003993949,
270,10187400,129.4382497,131.9351067,129.4431152,1.928994719,0.003758954,
275,10187400,126.4725228,128.8579621,126.477025,1.886132441,0.003559789,
280,10187400,123.664103,125.9454373,123.6683014,1.844783008,0.003395062,
285,10187400,120.9994934,123.1834751,121.0034311,1.804951053,0.003254327,
290,10187400,118.4667828,120.5596449,118.4704878,1.766623538,0.003127467,
295,10187400,116.0554123,118.0629094,116.0589058,1.729774614,0.003010165,
300,10187400,113.7559836,115.68343,113.7592865,1.694369306,0.002903481,
305,10187400,111.5600987,113.412405,111.5632335,1.660366313,0.002809976,
310,10187400,109.4602265,111.2419326,109.4632151,1.627720129,0.002730309,
315,10187400,107.4495901,109.1648968,107.4524507,1.596382648,0.002662263,
320,10187400,105.5220719,107.1748688,105.5248179,1.566304381,0.002602318,
325,10187400,103.6721325,105.2660245,103.674774,1.537435362,0.002548,
330,10187400,101.8947418,103.4330731,101.8972886,1.509725831,0.002499435,
335,10187400,100.1853202,101.6711955,100.1877835,1.483126734,0.002458752,
340,10187400,98.53968708,99.97599179,98.54207929,1.457590084,0.002427662,
345,10187400,96.95401715,98.34343533,96.9563487,1.433069223,0.002404794,
350,10187400,95.42480215,96.76983286,95.42707817,1.409518998,0.00238515,
355,10187400,93.94881749,95.25178977,93.95103742,1.386895873,0.002362913,
360,10187400,92.52309326,93.78617966,92.52525506,1.365157997,0.002336502,
365,10187400,91.14488861,92.37011767,91.1469958,1.344265238,0.002311915,
370,10187400,89.81166942,91.00093685,89.81373531,1.324179183,0.002300238,
375,10187400,88.52108844,89.67616747,88.52313217,1.30486312,0.002308749,
380,10187400,87.27096778,88.39351854,87.27300226,1.286282011,0.002331231,
385,10187400,86.0592834,87.15086146,86.06130308,1.268402444,0.002346838,
390,10187400,84.8841513,85.94621551,84.88613182,1.251192583,0.002333209,
395,10187400,83.74381515,84.77773481,83.74573131,1.234622115,0.00228812,
400,10187400,82.63663531,83.64369673,82.63848819,1.218662188,0.002242209,
