Tr,Pr,bias uncorrected model,bias corrected model,bias,upper,lower,Nist,PR_alpha,,,,,
0.964898952,0.5,1.693365588,1.12951622,-0.563849368,1.237707174,1.021325266,1.085270932,1.041907299,1.12951622,1.041907299,1.12951622,1.041907299,1.12951622
0.972496581,0.5,1.672336935,1.111552838,-0.560784097,1.219555921,1.003549756,1.07488754,1.03269933,1.111552838,1.03269933,1.111552838,1.03269933,1.111552838
0.980094211,0.5,1.651308283,1.093705708,-0.557602575,1.20152067,0.985890746,1.064698356,1.02356789,1.093705708,1.02356789,1.093705708,1.02356789,1.093705708
0.98769184,0.5,1.63027963,1.076515468,-0.553764162,1.184142227,0.96888871,1.054696804,1.014512092,1.076515468,1.014512092,1.076515468,1.014512092,1.076515468
0.99528947,0.5,1.609250978,1.06045347,-0.548797508,1.167892603,0.953014337,1.044876595,1.005531064,1.06045347,1.005531064,1.06045347,1.005531064,1.06045347
1.002887099,0.5,1.588222325,1.04584401,-0.542378315,1.153097221,0.938590799,1.035231725,0.996623951,1.04584401,0.996623951,1.04584401,0.996623951,1.04584401
1.010484729,0.5,1.567193673,1.032815784,-0.534377889,1.139886304,0.925745265,1.025756471,0.987789915,1.032815784,0.987789915,1.032815784,0.987789915,1.032815784
1.018082358,0.5,1.54616502,1.021291724,-0.524873297,1.128184636,0.914398811,1.016445371,0.979028133,1.021291724,0.979028133,1.021291724,0.979028133,1.021291724
1.025679988,0.5,1.525136368,1.01101804,-0.514118328,1.117740525,0.904295556,1.007293209,0.970337798,1.01101804,0.970337798,1.01101804,0.970337798,1.01101804
1.033277617,0.5,1.504107716,1.001624948,-0.502482767,1.108186424,0.895063473,0.998295002,0.961718119,1.001624948,0.961718119,1.001624948,0.961718119,1.001624948
1.040875247,0.5,1.483079063,0.992705095,-0.490373968,1.099117273,0.886292918,0.989445981,0.953168316,0.992705095,0.953168316,0.992705095,0.953168316,0.992705095
1.048472876,0.5,1.462050411,0.983892622,-0.478157788,1.090169471,0.877615774,0.980741578,0.944687626,0.983892622,0.944687626,0.983892622,0.944687626,0.983892622
1.056070506,0.5,1.441021758,0.974926574,-0.466095185,1.081084198,0.868768949,0.972177415,0.936275299,0.974926574,0.936275299,0.974926574,0.936275299,0.974926574
1.063668136,0.5,1.419993106,0.965686741,-0.454306365,1.071743203,0.85963028,0.963749289,0.927930599,0.965686741,0.927930599,0.965686741,0.927930599,0.965686741
1.071265765,0.5,1.398964453,0.956196792,-0.442767662,1.06217187,0.850221713,0.955453167,0.919652802,0.956196792,0.919652802,0.956196792,0.919652802,0.956196792
1.078863395,0.5,1.377935801,0.946596998,-0.431338803,1.052511927,0.840682068,0.947285167,0.911441199,0.946596998,0.911441199,0.946596998,0.911441199,0.946596998
1.086461024,0.5,1.356907149,0.937095352,-0.419811797,1.042972539,0.831218165,0.939241562,0.903295091,0.937095352,0.903295091,0.937095352,0.903295091,0.937095352
1.094058654,0.5,1.335878496,0.927909824,-0.407968672,1.033772563,0.822047085,0.93131876,0.895213791,0.927909824,0.895213791,0.927909824,0.895213791,0.927909824
1.101656283,0.5,1.314849844,0.919215329,-0.395634515,1.025087531,0.813343127,0.923513306,0.887196628,0.919215329,0.887196628,0.919215329,0.887196628,0.919215329
1.109253913,0.5,1.293821191,0.911106636,-0.382714555,1.01701257,0.805200701,0.91582187,0.879242937,0.911106636,0.879242937,0.911106636,0.879242937,0.911106636
1.116851542,0.5,1.272792539,0.90358374,-0.369208799,1.009547803,0.797619678,0.908241242,0.871352067,0.90358374,0.871352067,0.90358374,0.871352067,0.90358374
1.124449172,0.5,1.251763886,0.896560481,-0.355203406,1.002606989,0.790513972,0.900768328,0.86352338,0.896560481,0.86352338,0.896560481,0.86352338,0.896560481
1.132046801,0.5,1.230735234,0.889891794,-0.34084344,0.996044817,0.783738771,0.893400145,0.855756246,0.889891794,0.855756246,0.889891794,0.855756246,0.889891794
1.139644431,0.5,1.209706582,0.883411212,-0.32629537,0.989694427,0.777127997,0.886133814,0.848050046,0.883411212,0.848050046,0.883411212,0.848050046,0.883411212
1.14724206,0.5,1.188677929,0.876968773,-0.311709156,0.983405359,0.770532187,0.878966557,0.840404171,0.876968773,0.840404171,0.876968773,0.840404171,0.876968773
1.15483969,0.5,1.167649277,0.870460515,-0.297188762,0.977073074,0.763847956,0.871895691,0.832818024,0.870460515,0.832818024,0.870460515,0.832818024,0.870460515
1.16243732,0.5,1.146620624,0.863843689,-0.282776935,0.970654193,0.757033185,0.864918626,0.825291017,0.863843689,0.825291017,0.863843689,0.825291017,0.863843689
1.170034949,0.5,1.125591972,0.857135879,-0.268456093,0.964165643,0.750106115,0.858032862,0.817822569,0.857135879,0.817822569,0.857135879,0.817822569,0.857135879
1.177632579,0.5,1.104563319,0.850400198,-0.254163121,0.957669871,0.743130525,0.851235983,0.810412112,0.850400198,0.810412112,0.850400198,0.810412112,0.850400198
1.185230208,0.5,1.083534667,0.843721797,-0.23981287,0.951251372,0.736192222,0.844525653,0.803059086,0.843721797,0.803059086,0.843721797,0.803059086,0.843721797
1.192827838,0.5,1.062506014,0.837182352,-0.225323662,0.944991186,0.729373518,0.837899618,0.795762938,0.837182352,0.795762938,0.837182352,0.795762938,0.837182352
1.200425467,0.5,1.041477362,0.830838881,-0.210638481,0.938945724,0.722732039,0.831355696,0.788523128,0.830838881,0.788523128,0.830838881,0.788523128,0.830838881
1.208023097,0.5,1.02044871,0.82471144,-0.19573727,0.93313447,0.71628841,0.824891779,0.781339119,0.82471144,0.781339119,0.82471144,0.781339119,0.82471144
