Tr,Pr,bias corrected model,Nist,bias uncorrected model, upper,lower,bias,PR_alpha,,,,,
0.980094211,2,1.127283111,1.124350038,1.553158207,1.143619406,1.110946816,-0.425875096,1.02356789,,,,,
0.98769184,2,1.115089303,1.112903516,1.516020956,1.131425598,1.098753007,-0.400931653,1.014512092,,,,,
0.99528947,2,1.102699547,1.101554099,1.478883705,1.119035842,1.086363252,-0.376184158,1.005531064,,,,,
1.002887099,2,1.090144833,1.090273421,1.441746454,1.106481128,1.073808538,-0.351601621,0.996623951,,,,,
1.010484729,2,1.077476807,1.079029824,1.404609203,1.093813102,1.061140512,-0.327132396,0.987789915,,,,,
1.018082358,2,1.064760966,1.067787672,1.367471952,1.081097261,1.048424671,-0.302710986,0.979028133,,,,,
1.025679988,2,1.052069441,1.056507011,1.330334701,1.068405736,1.035733146,-0.27826526,0.970337798,,,,,
1.033277617,2,1.039474438,1.045144077,1.293197451,1.055810734,1.023138143,-0.253723012,0.961718119,,,,,
1.040875247,2,1.027043144,1.033653593,1.2560602,1.043379439,1.010706848,-0.229017056,0.953168316,,,,,
1.048472876,2,1.014834488,1.021994327,1.218922949,1.031170783,0.998498192,-0.204088461,0.944687626,,,,,
1.056070506,2,1.00289776,1.010139976,1.181785698,1.019234055,0.986561465,-0.178887938,0.936275299,,,,,
1.063668136,2,0.991272691,0.998096899,1.144648447,1.007608987,0.974936396,-0.153375756,0.927930599,,,,,
1.071265765,2,0.979990413,0.985926693,1.107511196,0.996326708,0.963654118,-0.127520783,0.919652802,,,,,
1.078863395,2,0.969074653,0.973762855,1.070373945,0.985410948,0.952738358,-0.101299292,0.911441199,,,,,
1.086461024,2,0.958542647,0.961802107,1.033236695,0.974878942,0.942206352,-0.074694047,0.903295091,,,,,
1.094058654,2,0.948405491,0.950258832,0.996099444,0.964741786,0.932069196,-0.047693953,0.895213791,,,,,
1.101656283,2,0.938667935,0.939302219,0.958962193,0.95500423,0.92233164,-0.020294258,0.887196628,,,,,
1.109253913,2,0.92932789,0.929016158,0.921824942,0.945664185,0.912991595,0.007502948,0.879242937,,,,,
1.116851542,2,0.920376066,0.919400741,0.884687691,0.936712361,0.904039771,0.035688375,0.871352067,,,,,
1.124449172,2,0.911796147,0.910400323,0.84755044,0.928132442,0.895459852,0.064245707,0.86352338,,,,,
1.132046801,2,0.903565783,0.90193442,0.810413189,0.919902078,0.887229488,0.093152593,0.855756246,,,,,
1.139644431,2,0.895658373,0.893919154,0.773275938,0.911994668,0.879322078,0.122382435,0.848050046,,,,,
1.14724206,2,0.888045293,0.886278269,0.736138688,0.904381588,0.871708998,0.151906606,0.840404171,,,,,
1.15483969,2,0.880697884,0.878947056,0.699001437,0.897034179,0.864361589,0.181696448,0.832818024,,,,,
1.16243732,2,0.873588332,0.87187258,0.661864186,0.889924627,0.857252037,0.211724146,0.825291017,,,,,
1.170034949,2,0.866688502,0.865012352,0.624726935,0.883024797,0.850352207,0.241961567,0.817822569,,,,,
1.177632579,2,0.859965988,0.858332564,0.587589684,0.876302283,0.843629693,0.272376304,0.810412112,,,,,
1.185230208,2,0.85337698,0.851806398,0.550452433,0.869713275,0.837040685,0.302924547,0.803059086,,,,,
1.192827838,2,0.846856114,0.845412567,0.513315182,0.863192409,0.830519819,0.333540932,0.795762938,,,,,
1.200425467,2,0.840304034,0.839134128,0.476177932,0.856640329,0.823967739,0.364126103,0.788523128,,,,,
1.208023097,2,0.833574003,0.832957537,0.439040681,0.849910298,0.817237708,0.394533322,0.781339119,,,,,
0.607810363,3,3.097553381,3.100743072,3.377343368,3.113889676,3.081217086,-0.279789987,1.582826945,,,,,
0.615407993,3,2.939252756,2.936268088,3.340206117,2.955589051,2.922916461,-0.400953361,1.568544449,,,,,
0.623005622,3,2.795757126,2.792243877,3.303068866,2.812093421,2.779420831,-0.50731174,1.554413982,,,,,
0.630603252,3,2.666761452,2.665066476,3.265931615,2.683097747,2.650425157,-0.599170163,1.540432772,,,,,
0.638200881,3,2.551429456,2.5519304,3.228794365,2.567765751,2.53509316,-0.677364909,1.526598129,,,,,
0.645798511,3,2.448544537,2.450619093,3.191657114,2.464880832,2.432208242,-0.743112577,1.512907443,,,,,
0.65339614,3,2.35666645,2.359358079,3.154519863,2.373002745,2.340330155,-0.797853413,1.499358182,,,,,
0.66099377,3,2.274278547,2.276709961,3.117382612,2.290614842,2.257942252,-0.843104065,1.485947886,,,,,
0.668591399,3,2.199912994,2.201497994,3.080245361,2.216249289,2.183576699,-0.880332367,1.472674165,,,,,
0.676189029,3,2.132245186,2.132749548,3.04310811,2.148581481,2.11590889,-0.910862925,1.459534698,,,,,
0.683786659,3,2.070153065,2.069653668,3.005970859,2.08648936,2.05381677,-0.935817794,1.446527229,,,,,
0.691384288,3,2.012741626,2.011528809,2.968833609,2.029077921,1.996405331,-0.956091983,1.433649564,,,,,
0.698981918,3,1.959336872,1.957797994,2.931696358,1.975673167,1.943000577,-0.972359486,1.420899568,,,,,
0.706579547,3,1.909456515,1.907969484,2.894559107,1.925792811,1.89312022,-0.985102591,1.408275166,,,,,
0.714177177,3,1.862766353,1.861621581,2.857421856,1.879102648,1.846430058,-0.994655503,1.395774338,,,,,
0.721774806,3,1.819031509,1.818390576,2.820284605,1.835367804,1.802695214,-1.001253096,1.383395117,,,,,
0.729372436,3,1.778070696,1.77796109,2.783147354,1.794406991,1.761734401,-1.005076658,1.371135587,,,,,
0.736970065,3,1.73971958,1.7400583,2.746010103,1.756055875,1.723383285,-1.006290524,1.358993883,,,,,
0.744567695,3,1.703806737,1.7044416,2.708872853,1.720143032,1.687470442,-1.005066116,1.346968188,,,,,
0.752165324,3,1.670142971,1.670899431,2.671735602,1.686479266,1.653806676,-1.001592631,1.335056731,,,,,
0.759762954,3,1.638522354,1.63924501,2.634598351,1.65485865,1.622186059,-0.996075996,1.323257785,,,,,
0.767360583,3,1.608731656,1.609312798,2.5974611,1.625067951,1.592395361,-0.988729444,1.311569666,,,,,
0.774958213,3,1.580563951,1.580955549,2.560323849,1.596900246,1.564227656,-0.979759898,1.299990733,,,,,
0.782555843,3,1.553832232,1.554041844,2.523186598,1.570168527,1.537495936,-0.969354367,1.288519384,,,,,
0.790153472,3,1.528379626,1.528454013,2.486049347,1.544715921,1.51204333,-0.957669722,1.277154055,,,,,
0.797751102,3,1.504084109,1.504086373,2.448912097,1.520420404,1.487747814,-0.944827987,1.265893222,,,,,
0.805348731,3,1.480857126,1.480843734,2.411774846,1.497193421,1.46452083,-0.93091772,1.254735394,,,,,
0.812946361,3,1.458636908,1.458640124,2.374637595,1.474973203,1.442300613,-0.916000687,1.243679119,,,,,
0.82054399,3,1.437378365,1.437397698,2.337500344,1.45371466,1.42104207,-0.900121979,1.232722975,,,,,
0.82814162,3,1.417041938,1.417045796,2.300363093,1.433378233,1.400705643,-0.883321155,1.221865574,,,,,
0.835739249,3,1.397583807,1.397520133,2.263225842,1.413920102,1.381247512,-0.865642035,1.211105562,,,,,
0.843336879,3,1.378949346,1.378762101,2.226088591,1.395285641,1.362613051,-0.847139245,1.200441613,,,,,
0.850934508,3,1.361070875,1.36071816,2.18895134,1.377407171,1.34473458,-0.827880465,1.189872431,,,,,
0.858532138,3,1.343869782,1.343339305,2.15181409,1.360206077,1.327533487,-0.807944308,1.179396751,,,,,
0.866129768,3,1.327262197,1.326580612,2.114676839,1.343598492,1.310925902,-0.787414642,1.169013333,,,,,
0.873727397,3,1.311166757,1.310400828,2.077539588,1.327503052,1.294830462,-0.766372831,1.158720968,,,,,
0.881325027,3,1.295512656,1.294762022,2.040402337,1.311848951,1.27917636,-0.744889681,1.148518468,,,,,
0.888922656,3,1.280246306,1.279629272,2.003265086,1.296582601,1.263910011,-0.72301878,1.138404676,,,,,
0.896520286,3,1.265335291,1.264970395,1.966127835,1.281671586,1.248998996,-0.700792544,1.128378455,,,,,
0.904117915,3,1.250768935,1.250755704,1.928990584,1.26710523,1.23443264,-0.67822165,1.118438696,,,,,
0.911715545,3,1.236555502,1.236957798,1.891853334,1.252891797,1.220219206,-0.655297832,1.10858431,,,,,
0.919313174,3,1.222716673,1.223551364,1.854716083,1.239052968,1.206380378,-0.63199941,1.098814232,,,,,
0.926910804,3,1.209280384,1.210513017,1.817578832,1.225616679,1.192944089,-0.608298448,1.089127421,,,,,
0.934508433,3,1.196273319,1.197821134,1.780441581,1.212609614,1.179937024,-0.584168262,1.079522853,,,,,
0.942106063,3,1.183714283,1.185455719,1.74330433,1.200050578,1.167377988,-0.559590047,1.069999527,,,,,
0.949703692,3,1.171609419,1.173398265,1.706167079,1.187945714,1.155273124,-0.53455766,1.060556464,,,,,
0.957301322,3,1.159949787,1.161631626,1.669029828,1.176286082,1.143613492,-0.509080042,1.051192702,,,,,
0.964898952,3,1.148711397,1.15013989,1.631892578,1.165047692,1.132375102,-0.483181181,1.041907299,,,,,
0.972496581,3,1.137857358,1.138908254,1.594755327,1.154193654,1.121521063,-0.456897968,1.03269933,,,,,
0.980094211,3,1.127341521,1.127922891,1.557618076,1.143677816,1.111005226,-0.430276555,1.02356789,,,,,
0.98769184,3,1.117112861,1.117170813,1.520480825,1.133449156,1.100776566,-0.403367964,1.014512092,,,,,
0.99528947,3,1.107119875,1.106639732,1.483343574,1.12345617,1.09078358,-0.376223699,1.005531064,,,,,
1.002887099,3,1.097314391,1.096317909,1.446206323,1.113650686,1.080978096,-0.348891932,0.996623951,,,,,
1.010484729,3,1.087654423,1.086193999,1.409069072,1.103990718,1.071318128,-0.32141465,0.987789915,,,,,
1.018082358,3,1.078105907,1.076256903,1.371931822,1.094442202,1.061769612,-0.293825914,0.979028133,,,,,
1.025679988,3,1.06864338,1.066495621,1.334794571,1.084979675,1.052307085,-0.266151191,0.970337798,,,,,
1.033277617,3,1.059249739,1.056899119,1.29765732,1.075586034,1.042913444,-0.238407581,0.961718119,,,,,
1.040875247,3,1.049915328,1.047456236,1.260520069,1.066251624,1.033579033,-0.210604741,0.953168316,,,,,
1.048472876,3,1.040636556,1.038155622,1.223382818,1.056972851,1.024300261,-0.182746262,0.944687626,,,,,
1.056070506,3,1.031414222,1.028985744,1.186245567,1.047750517,1.015077927,-0.154831345,0.936275299,,,,,
1.063668136,3,1.022251714,1.019934959,1.149108316,1.038588009,1.005915419,-0.126856602,0.927930599,,,,,
1.071265765,3,1.013153189,1.010991682,1.111971065,1.029489485,0.996816894,-0.098817876,0.919652802,,,,,
1.078863395,3,1.004121892,1.002144641,1.074833815,1.020458188,0.987785597,-0.070711922,0.911441199,,,,,
1.086461024,3,0.995158795,0.99338324,1.037696564,1.01149509,0.9788225,-0.042537769,0.903295091,,,,,
1.094058654,3,0.986261776,0.984697994,1.000559313,1.002598071,0.969925481,-0.014297537,0.895213791,,,,,
1.101656283,3,0.977425581,0.976081031,0.963422062,0.993761876,0.961089286,0.014003519,0.887196628,,,,,
1.109253913,3,0.968642734,0.967526601,0.926284811,0.98497903,0.952306439,0.042357923,0.879242937,,,,,
1.116851542,3,0.959905474,0.959031533,0.88914756,0.976241769,0.943569178,0.070757913,0.871352067,,,,,
1.124449172,3,0.951208568,0.950595567,0.852010309,0.967544863,0.934872273,0.099198258,0.86352338,,,,,
1.132046801,3,0.942552636,0.942221485,0.814873059,0.958888932,0.926216341,0.127679578,0.855756246,,,,,
1.139644431,3,0.933947335,0.93391498,0.777735808,0.95028363,0.917611039,0.156211527,0.848050046,,,,,
1.14724206,3,0.925413573,0.925684242,0.740598557,0.941749868,0.909077278,0.184815016,0.840404171,,,,,
1.15483969,3,0.916983834,0.917539276,0.703461306,0.933320129,0.900647539,0.213522528,0.832818024,,,,,
1.16243732,3,0.90869971,0.909491046,0.666324055,0.925036005,0.892363414,0.242375654,0.825291017,,,,,
1.170034949,3,0.900606007,0.901550538,0.629186804,0.916942302,0.884269712,0.271419203,0.817822569,,,,,
1.177632579,3,0.892741165,0.893727883,0.592049553,0.90907746,0.87640487,0.300691612,0.810412112,,,,,
1.185230208,3,0.885124248,0.886031637,0.554912303,0.901460543,0.868787953,0.330211946,0.803059086,,,,,
1.192827838,3,0.877739363,0.878468298,0.517775052,0.894075658,0.861403068,0.359964311,0.795762938,,,,,
1.200425467,3,0.870518899,0.871042081,0.480637801,0.886855195,0.854182604,0.389881099,0.788523128,,,,,
1.208023097,3,0.863327435,0.863754912,0.44350055,0.87966373,0.84699114,0.419826885,0.781339119,,,,,
