TITLE = "Decane T rho" 

  VARIABLES = T	rho_NIST_0.1Mpa	rho_Soave_0.1Mpa	rho_new_0.1Mpa	rho_NIST_1Mpa	rho_Soave_1Mpa	rho_new_1Mpa	rho_NIST_2Mpa	rho_Soave_2Mpa	rho_new_2Mpa	rho_NIST_3Mpa	rho_Soave_3Mpa	rho_new_3Mpa	rho_NIST_5Mpa	rho_Soave_5Mpa	rho_new_5Mpa	rho_NIST_10Mpa	rho_Soave_10Mpa	rho_new_10Mpa
680	2.5464	2.549168993	2.549747483	28.708	29.00202902	29.07687924	68.465	69.49075694	70.11830121	131.92	131.0088564	134.5365833	313.7	264.6377777	273.5783352	413.87	383.5075478	390.4390138
690	2.5078	2.51045926	2.510899032	28.033	28.31689535	28.36789908	65.593	66.61852815	67.01957874	121.15	121.2109184	123.1899029	290.71	245.8308307	252.3799213	403.61	372.0469506	377.9244619
700	2.4704	2.472955776	2.473315726	27.403	27.67422647	27.71181731	63.1	64.10114845	64.38171522	112.98	113.5386789	114.7990448	267.19	228.7623872	233.6636037	393.34	360.7109138	365.875849
710	2.4342	2.436600757	2.436927363	26.811	27.06949655	27.10125093	60.902	61.8645778	62.08934928	106.46	107.2880832	108.2189342	244.44	213.6271132	217.5252359	383.1	349.5594009	354.3240239
720	2.3991	2.401340186	2.401668164	26.255	26.49885953	26.53002523	58.94	59.85569189	60.06367203	101.08	102.0467893	102.8424789	223.96	200.3890377	203.7488032	372.91	338.6495286	343.2757196
730	2.365	2.367123497	2.36747681	25.729	25.95901938	25.99296088	57.17	58.03506367	58.24854485	96.52	97.5551358	98.31329657	206.52	188.8719116	191.9813243	362.77	328.0332104	332.7187519
740	2.3319	2.3339033	2.334296427	25.232	25.44712997	25.48571363	55.561	56.37262019	56.60275427	92.588	93.64006913	94.40631725	192.04	178.8455808	181.8576301	352.71	317.7551659	322.6282517
750	2.2998	2.301635127	2.302074521	24.76	24.96071674	25.00464931	54.086	54.84489855	55.09539314	89.142	90.1809558	90.97166005	180.03	170.0799156	173.0578665	342.74	307.8515088	312.9728906
760	2.2686	2.270277202	2.27076285	24.311	24.49761481	24.54674238	52.728	53.43324127	53.70294694	86.084	87.09059907	87.90557813	169.95	162.3694653	165.3226079	332.88	298.349026	303.7203146
770	2.2382	2.239790236	2.240317246	23.884	24.05591949	24.10949024	51.468	52.12256915	52.40736153	83.341	84.30406635	85.13420208	161.39	155.5405766	158.4491259	323.16	289.2651488	294.8413048
780	2.2087	2.210137242	2.210697371	23.475	23.63394625	23.69083829	50.296	50.90052282	51.19470163	80.859	81.77178847	82.60383567	154.02	149.4502657	152.2817256	313.61	280.6085192	286.3124643
790	2.18	2.181283359	2.181866452	23.084	23.23019817	23.28911267	49.2	49.75684734	50.05417975	78.598	79.45512115	80.27483338	147.59	143.9820861	146.7016165	304.24	272.3799912	278.1174583
800	2.152	2.153195701	2.153790955	22.71	22.84333916	22.90295876	48.172	48.68294161	48.97742715	76.523	77.32339034	78.11754937	141.91	139.0414425	141.6181516	295.09	264.5738862	270.2469927
810	2.1248	2.125843215	2.12644026	22.35	22.47217182	22.5312848	47.204	47.67152225	47.95793015	74.609	75.35186634	76.10954773	136.86	134.5513213	136.9617901	286.2	257.1793393	262.6978251
820	2.0982	2.099196551	2.099786306	22.005	22.11561897	22.17321015	46.29	46.71636873	46.99058527	72.834	73.52033886	74.23361912	132.32	130.4487214	132.6786334	277.59	250.1816045	255.4711481
830	2.0724	2.073227944	2.073803243	21.673	21.77270818	21.82801857	45.425	45.81212719	46.07134397	71.182	71.81209203	72.47633759	128.22	126.6817854	128.7262569	269.29	243.5632344	248.5706868
840	2.0471	2.047911107	2.048467099	21.353	21.44255863	21.49511649	44.604	44.95415753	45.19692832	69.637	70.21315243	70.82699519	124.48	123.2075377	125.0705708	261.34	237.3050876	242.0008063
850	2.0225	2.02322113	2.023755454	21.045	21.12437009	21.17399678	43.823	44.13841273	44.36460469	68.188	68.71172768	69.27681078	121.05	119.9901116	121.6834807	253.73	231.3871482	235.7648526
860	1.9986	1.999134389	1.999647154	20.747	20.81741342	20.86420799	43.078	43.36134258	43.57200604	66.824	67.29778075	67.81834342	117.9	116.9993649	118.5411641	246.5	225.789166	229.8638617
870	1.9751	1.975628464	1.976122056	20.459	20.52102241	20.56532917	42.367	42.61981616	42.81699539	65.536	65.96270256	66.44506158	114.98	114.2097939	115.6228187	239.63	220.4911346	224.2956891
880	1.9523	1.952682059	1.953160805	20.181	20.23458686	20.27695018	41.688	41.91105882	42.09756409	64.318	64.6990569	65.1510321	112.26	111.5996787	112.909767	233.12	215.4736332	219.0545452
890	1.9299	1.930274931	1.930744663	19.911	19.95754646	19.99865706	41.036	41.23260059	41.41175943	63.163	63.5003796	63.93070184	109.73	109.1504072	110.3848304	226.97	210.7180579	214.1308807
900	1.9081	1.908387829	1.908855369	19.65	19.68938558	19.73002224	40.411	40.58223347	40.75763669	62.064	62.36101844	62.77875085	107.37	106.845937	108.0319035	221.17	206.2067664	209.5115433
910	1.8868	1.887002424	1.887475045	19.397	19.42962866	19.47059896	39.811	39.95797606	40.13323128	61.018	61.27600463	61.69000071	105.14	104.6723638	105.8356772	215.69	201.9231564	205.1801301
920	1.866	1.866101262	1.866586139	19.152	19.17783622	19.21991942	39.234	39.35804381	39.53654717	60.02	60.24094841	60.65936515	103.05	102.6175735	103.7814728	210.52	197.8516961	201.1174642
930	1.8456	1.845667706	1.846171401	18.914	18.93360129	18.97749605	38.677	38.78082409	38.96555822	59.065	59.25195383	59.68183298	101.07	100.6709599	101.8551581	205.64	193.9779193	197.3021454
940	1.8257	1.825685889	1.826213889	18.682	18.69654637	18.74282532	38.141	38.22485498	38.41821957	58.151	58.30554842	58.7524754	99.205	98.8231942	100.0431258	201.03	190.2883975	193.7111369
950	1.8062	1.806140671	1.806696996	18.457	18.46632063	18.51539354	37.623	37.68880729	37.8924866	57.274	57.39862491	57.86647137	97.432	97.06603552	98.33231685	196.68	186.7706952	190.3203641
960	1.7871	1.787017592	1.787604495	18.238	18.24259752	18.29468399	37.123	37.17146914	37.38633906	56.433	56.52839255	57.01914592	95.747	95.39217398	96.71027968	192.56	183.4133172	187.1053132
970	1.7684	1.76830284	1.768920606	18.025	18.02507255	18.08018495	36.639	36.67173267	36.8978085	55.624	55.69233619	56.20601696	94.142	93.79510072	95.1652526	188.66	180.2056492	184.0416183
980	1.7502	1.74998321	1.750630048	17.818	17.81346144	17.87139804	36.171	36.18858266	36.42500719	54.845	54.88818175	55.4228466	92.611	92.26899895	93.68626227	184.96	177.1378974	181.1056309
990	1.7323	1.732046071	1.732718117	17.616	17.60749832	17.66784649	35.717	35.72108656	35.96615658	54.094	54.11386684	54.66569326	91.149	90.80865256	92.26322851	181.45	174.2010284	178.2749614
1000	1.7148	1.714479337	1.715170742	17.419	17.40693423	17.46908279	35.278	35.26838586	35.51961406	53.369	53.36751571	53.93096107	89.749	89.40936893	90.88706691	178.11	171.3867099	175.5289798
